distance_car_petrol,car_petrol_emissions,distance_car_diesel,car_diesel_emissions,distance_motorbike,motorbike_emissions,distance_bus,bus_emissions,distance_train,train_emissions,distance_bike,bike_emissions
148,34.19,252,45.36,279,31.53,46,4.74,211,7.81,5,0
250,57.75,275,49.5,240,27.12,225,23.18,275,10.18,8,0
253,58.44,12,2.16,58,6.55,223,22.97,241,8.92,17,0
253,58.44,253,45.54,110,12.43,229,23.59,147,5.44,10,0
183,42.27,239,43.02,266,30.06,85,8.76,241,8.92,48,0
87,20.10,290,52.2,44,4.97,156,16.07,101,3.74,7,0
155,35.81,276,49.68,291,32.88,255,26.27,21,0.78,25,0
292,67.45,103,18.54,158,17.85,65,6.70,33,1.22,6,0
4,0.92,243,43.74,222,25.09,138,14.21,185,6.85,10,0
188,43.43,165,29.7,148,16.72,132,13.60,225,8.33,45,0
278,64.22,25,4.5,111,12.54,26,2.68,63,2.33,25,0
215,49.67,38,6.84,90,10.17,160,16.48,185,6.85,8,0
179,41.35,61,10.98,74,8.36,44,4.53,223,8.25,49,0
23,5.31,27,4.86,125,14.13,186,19.16,57,2.11,16,0
32,7.39,177,31.86,148,16.72,187,19.26,203,7.51,38,0
287,66.30,260,46.8,82,9.27,204,21.01,257,9.51,19,0
50,11.55,275,49.5,172,19.44,161,16.58,53,1.96,38,0
8,1.85,234,42.12,297,33.56,13,1.34,1,0.04,40,0
119,27.49,160,28.8,280,31.64,296,30.49,43,1.59,15,0
230,53.13,82,14.76,96,10.85,232,23.90,275,10.18,29,0
259,59.83,274,49.32,269,30.40,61,6.28,225,8.33,44,0
252,58.21,133,23.94,183,20.68,17,1.75,183,6.77,45,0
52,12.01,92,16.56,173,19.55,183,18.85,47,1.74,45,0
77,17.79,271,48.78,163,18.42,43,4.43,269,9.95,40,0
152,35.11,250,45,17,1.92,97,9.99,151,5.59,48,0
216,49.90,39,7.02,6,0.68,186,19.16,205,7.59,2,0
63,14.55,221,39.78,36,4.07,228,23.48,179,6.62,39,0
71,16.40,256,46.08,178,20.11,228,23.48,161,5.96,16,0
53,12.24,189,34.02,77,8.70,259,26.68,243,8.99,31,0
266,61.45,166,29.88,56,6.33,66,6.80,209,7.73,6,0
131,30.26,26,4.68,290,32.77,137,14.11,39,1.44,32,0
258,59.60,193,34.74,3,0.34,196,20.19,273,10.10,44,0
163,37.65,230,41.4,94,10.62,176,18.13,287,10.62,19,0
84,19.40,86,15.48,236,26.67,265,27.30,275,10.18,30,0
130,30.03,26,4.68,129,14.58,9,0.93,105,3.89,31,0
150,34.65,276,49.68,98,11.07,112,11.54,299,11.06,31,0
209,48.28,136,24.48,77,8.70,189,19.47,207,7.66,33,0
240,55.44,282,50.76,161,18.19,79,8.14,291,10.77,21,0
257,59.37,27,4.86,299,33.79,52,5.36,233,8.62,49,0
210,48.51,32,5.76,218,24.63,84,8.65,285,10.55,15,0
238,54.98,163,29.34,187,21.13,52,5.36,119,4.40,23,0
182,42.04,51,9.18,152,17.18,29,2.99,247,9.14,42,0
231,53.36,3,0.54,295,33.34,253,26.06,215,7.96,29,0
22,5.08,83,14.94,32,3.62,223,22.97,161,5.96,21,0
104,24.02,282,50.76,195,22.04,27,2.78,181,6.70,15,0
219,50.59,162,29.16,250,28.25,183,18.85,261,9.66,14,0
33,7.62,287,51.66,4,0.45,231,23.79,277,10.25,1,0
115,26.57,221,39.78,45,5.09,260,26.78,193,7.14,12,0
273,63.06,253,45.54,93,10.51,104,10.71,9,0.33,29,0
190,43.89,192,34.56,298,33.67,219,22.56,169,6.25,17,0
159,36.73,70,12.6,223,25.20,38,3.91,277,10.25,27,0
256,59.14,259,46.62,291,32.88,118,12.15,171,6.33,20,0
184,42.50,189,34.02,87,9.83,214,22.04,235,8.70,27,0
221,51.05,259,46.62,276,31.19,283,29.15,125,4.63,49,0
148,34.19,9,1.62,168,18.98,218,22.45,65,2.41,9,0
280,64.68,212,38.16,105,11.87,287,29.56,279,10.32,46,0
129,29.80,20,3.6,54,6.10,165,17.00,27,1.00,27,0
76,17.56,131,23.58,197,22.26,214,22.04,275,10.18,16,0
240,55.44,80,14.4,92,10.40,52,5.36,259,9.58,43,0
132,30.49,221,39.78,145,16.39,153,15.76,133,4.92,2,0
268,61.91,64,11.52,128,14.46,137,14.11,201,7.44,22,0
252,58.21,42,7.56,109,12.32,82,8.45,17,0.63,23,0
186,42.97,253,45.54,231,26.10,141,14.52,169,6.25,12,0
274,63.29,285,51.3,97,10.96,55,5.67,49,1.81,16,0
242,55.90,195,35.1,74,8.36,54,5.56,263,9.73,7,0
204,47.12,35,6.3,190,21.47,130,13.39,249,9.21,5,0
249,57.52,37,6.66,70,7.91,11,1.13,267,9.88,23,0
157,36.27,52,9.36,96,10.85,98,10.09,225,8.33,25,0
207,47.82,214,38.52,82,9.27,126,12.98,289,10.69,44,0
184,42.50,251,45.18,273,30.85,214,22.04,215,7.96,2,0
169,39.04,187,33.66,128,14.46,136,14.01,111,4.11,6,0
202,46.66,24,4.32,146,16.50,195,20.09,111,4.11,42,0
201,46.43,240,43.2,157,17.74,60,6.18,271,10.03,26,0
247,57.06,24,4.32,293,33.11,249,25.65,273,10.10,23,0
281,64.91,178,32.04,25,2.83,293,30.18,263,9.73,45,0
204,47.12,248,44.64,6,0.68,219,22.56,287,10.62,23,0
78,18.02,114,20.52,111,12.54,280,28.84,275,10.18,5,0
139,32.11,72,12.96,275,31.08,6,0.62,175,6.48,28,0
116,26.80,236,42.48,184,20.79,175,18.03,61,2.26,25,0
175,40.43,235,42.3,231,26.10,41,4.22,39,1.44,4,0
167,38.58,288,51.84,42,4.75,201,20.70,69,2.55,9,0
86,19.87,279,50.22,16,1.81,54,5.56,203,7.51,30,0
118,27.26,217,39.06,203,22.94,108,11.12,225,8.33,37,0
37,8.55,297,53.46,6,0.68,168,17.30,33,1.22,9,0
162,37.42,26,4.68,155,17.52,258,26.57,147,5.44,40,0
275,63.53,2,0.36,178,20.11,33,3.40,101,3.74,26,0
32,7.39,172,30.96,297,33.56,1,0.10,271,10.03,48,0
145,33.50,98,17.64,247,27.91,49,5.05,119,4.40,17,0
167,38.58,146,26.28,29,3.28,159,16.38,49,1.81,44,0
33,7.62,231,41.58,181,20.45,138,14.21,45,1.67,12,0
34,7.85,76,13.68,74,8.36,196,20.19,65,2.41,23,0
52,12.01,117,21.06,27,3.05,82,8.45,215,7.96,17,0
129,29.80,150,27,85,9.61,5,0.52,73,2.70,15,0
169,39.04,269,48.42,10,1.13,15,1.55,179,6.62,10,0
177,40.89,98,17.64,15,1.70,152,15.66,91,3.37,39,0
218,50.36,75,13.5,101,11.41,66,6.80,21,0.78,15,0
166,38.35,110,19.8,102,11.53,65,6.70,279,10.32,48,0
118,27.26,66,11.88,33,3.73,122,12.57,21,0.78,14,0
44,10.16,48,8.64,128,14.46,118,12.15,103,3.81,46,0
172,39.73,18,3.24,216,24.41,259,26.68,71,2.63,25,0
224,51.74,92,16.56,110,12.43,280,28.84,69,2.55,3,0
153,35.34,22,3.96,126,14.24,75,7.73,279,10.32,21,0
290,66.99,32,5.76,278,31.41,35,3.61,7,0.26,42,0
162,37.42,129,23.22,133,15.03,212,21.84,87,3.22,44,0
21,4.85,273,49.14,17,1.92,286,29.46,17,0.63,34,0
102,23.56,55,9.9,127,14.35,177,18.23,219,8.10,29,0
72,16.63,174,31.32,97,10.96,93,9.58,77,2.85,24,0
258,59.60,67,12.06,60,6.78,81,8.34,239,8.84,4,0
145,33.50,68,12.24,100,11.30,135,13.91,29,1.07,44,0
132,30.49,205,36.9,259,29.27,258,26.57,223,8.25,5,0
140,32.34,181,32.58,173,19.55,176,18.13,27,1.00,13,0
173,39.96,8,1.44,202,22.83,114,11.74,221,8.18,28,0
263,60.75,227,40.86,89,10.06,233,24.00,131,4.85,31,0
130,30.03,212,38.16,247,27.91,56,5.77,111,4.11,49,0
292,67.45,228,41.04,34,3.84,286,29.46,43,1.59,29,0
121,27.95,70,12.6,100,11.30,196,20.19,257,9.51,19,0
45,10.40,195,35.1,152,17.18,231,23.79,61,2.26,17,0
203,46.89,183,32.94,231,26.10,177,18.23,235,8.70,18,0
244,56.36,165,29.7,136,15.37,249,25.65,77,2.85,33,0
271,62.60,7,1.26,14,1.58,112,11.54,97,3.59,18,0
251,57.98,210,37.8,106,11.98,199,20.50,123,4.55,18,0
233,53.82,129,23.22,276,31.19,71,7.31,149,5.51,49,0
88,20.33,236,42.48,253,28.59,153,15.76,67,2.48,50,0
276,63.76,298,53.64,27,3.05,64,6.59,57,2.11,48,0
92,21.25,16,2.88,299,33.79,6,0.62,173,6.40,11,0
248,57.29,182,32.76,217,24.52,142,14.63,35,1.30,34,0
185,42.74,21,3.78,283,31.98,176,18.13,93,3.44,11,0
226,52.21,126,22.68,36,4.07,27,2.78,39,1.44,27,0
213,49.20,23,4.14,164,18.53,91,9.37,115,4.26,33,0
232,53.59,145,26.1,26,2.94,167,17.20,179,6.62,6,0
116,26.80,79,14.22,131,14.80,206,21.22,147,5.44,39,0
130,30.03,125,22.5,188,21.24,159,16.38,73,2.70,22,0
186,42.97,192,34.56,54,6.10,140,14.42,251,9.29,4,0
266,61.45,55,9.9,55,6.22,79,8.14,251,9.29,41,0
102,23.56,220,39.6,70,7.91,242,24.93,235,8.70,45,0
250,57.75,61,10.98,50,5.65,147,15.14,151,5.59,14,0
257,59.37,228,41.04,81,9.15,110,11.33,211,7.81,17,0
205,47.36,251,45.18,103,11.64,201,20.70,53,1.96,14,0
71,16.40,59,10.62,22,2.49,234,24.10,97,3.59,30,0
32,7.39,254,45.72,131,14.80,160,16.48,227,8.40,29,0
3,0.69,227,40.86,37,4.18,260,26.78,157,5.81,19,0
283,65.37,4,0.72,180,20.34,152,15.66,267,9.88,10,0
237,54.75,59,10.62,102,11.53,158,16.27,235,8.70,22,0
4,0.92,209,37.62,246,27.80,187,19.26,165,6.11,24,0
14,3.23,7,1.26,140,15.82,107,11.02,249,9.21,11,0
236,54.52,130,23.4,263,29.72,90,9.27,13,0.48,25,0
100,23.10,211,37.98,134,15.14,117,12.05,75,2.78,13,0
109,25.18,146,26.28,193,21.81,174,17.92,95,3.52,44,0
221,51.05,23,4.14,218,24.63,193,19.88,139,5.14,31,0
230,53.13,204,36.72,210,23.73,148,15.24,201,7.44,49,0
75,17.33,206,37.08,142,16.05,88,9.06,263,9.73,2,0
186,42.97,285,51.3,237,26.78,120,12.36,177,6.55,2,0
248,57.29,238,42.84,289,32.66,115,11.85,31,1.15,43,0
31,7.16,194,34.92,181,20.45,119,12.26,57,2.11,44,0
94,21.71,120,21.6,162,18.31,104,10.71,163,6.03,3,0
65,15.02,75,13.5,186,21.02,78,8.03,21,0.78,24,0
149,34.42,185,33.3,184,20.79,262,26.99,11,0.41,14,0
2,0.46,7,1.26,300,33.90,171,17.61,101,3.74,9,0
197,45.51,233,41.94,5,0.57,105,10.82,85,3.15,3,0
233,53.82,62,11.16,159,17.97,285,29.36,61,2.26,7,0
59,13.63,17,3.06,67,7.57,116,11.95,171,6.33,7,0
296,68.38,250,45,144,16.27,210,21.63,257,9.51,37,0
180,41.58,142,25.56,281,31.75,240,24.72,109,4.03,50,0
227,52.44,193,34.74,142,16.05,283,29.15,277,10.25,5,0
263,60.75,11,1.98,5,0.57,81,8.34,169,6.25,43,0
228,52.67,138,24.84,264,29.83,179,18.44,19,0.70,17,0
138,31.88,40,7.2,210,23.73,48,4.94,243,8.99,38,0
124,28.64,190,34.2,292,33.00,29,2.99,287,10.62,1,0
140,32.34,136,24.48,151,17.06,221,22.76,213,7.88,35,0
294,67.91,34,6.12,136,15.37,90,9.27,161,5.96,6,0
62,14.32,258,46.44,257,29.04,182,18.75,187,6.92,20,0
58,13.40,152,27.36,29,3.28,41,4.22,239,8.84,40,0
215,49.67,254,45.72,65,7.35,181,18.64,21,0.78,5,0
206,47.59,294,52.92,216,24.41,146,15.04,163,6.03,35,0
22,5.08,74,13.32,251,28.36,295,30.39,55,2.04,1,0
274,63.29,261,46.98,197,22.26,227,23.38,289,10.69,30,0
182,42.04,90,16.2,148,16.72,58,5.97,11,0.41,47,0
226,52.21,168,30.24,78,8.81,219,22.56,289,10.69,9,0
105,24.26,17,3.06,104,11.75,112,11.54,259,9.58,35,0
273,63.06,226,40.68,246,27.80,48,4.94,265,9.81,16,0
75,17.33,115,20.7,73,8.25,98,10.09,79,2.92,13,0
4,0.92,224,40.32,284,32.09,23,2.37,167,6.18,4,0
12,2.77,85,15.3,205,23.17,174,17.92,259,9.58,42,0
175,40.43,23,4.14,275,31.08,86,8.86,247,9.14,6,0
131,30.26,181,32.58,263,29.72,187,19.26,239,8.84,3,0
26,6.01,143,25.74,138,15.59,155,15.97,127,4.70,12,0
165,38.12,121,21.78,110,12.43,256,26.37,215,7.96,20,0
120,27.72,149,26.82,251,28.36,238,24.51,291,10.77,5,0
27,6.24,235,42.3,280,31.64,82,8.45,131,4.85,41,0
10,2.31,131,23.58,2,0.23,258,26.57,121,4.48,29,0
101,23.33,173,31.14,71,8.02,77,7.93,119,4.40,41,0
92,21.25,146,26.28,288,32.54,44,4.53,199,7.36,46,0
142,32.80,237,42.66,125,14.13,16,1.65,123,4.55,18,0
34,7.85,138,24.84,127,14.35,71,7.31,271,10.03,23,0
79,18.25,284,51.12,218,24.63,166,17.10,243,8.99,29,0
35,8.09,34,6.12,283,31.98,235,24.21,51,1.89,5,0
108,24.95,72,12.96,166,18.76,221,22.76,163,6.03,15,0
291,67.22,242,43.56,175,19.78,79,8.14,145,5.37,1,0
124,28.64,130,23.4,24,2.71,245,25.24,267,9.88,44,0
38,8.78,218,39.24,288,32.54,100,10.30,75,2.78,39,0
85,19.64,58,10.44,152,17.18,249,25.65,93,3.44,25,0
101,23.33,105,18.9,57,6.44,155,15.97,281,10.40,18,0
99,22.87,52,9.36,16,1.81,215,22.15,57,2.11,18,0
153,35.34,44,7.92,101,11.41,133,13.70,229,8.47,20,0
188,43.43,88,15.84,160,18.08,87,8.96,251,9.29,49,0
105,24.26,37,6.66,183,20.68,142,14.63,115,4.26,29,0
277,63.99,63,11.34,35,3.96,52,5.36,57,2.11,47,0
202,46.66,108,19.44,153,17.29,143,14.73,141,5.22,23,0
195,45.05,177,31.86,84,9.49,17,1.75,71,2.63,50,0
45,10.40,111,19.98,94,10.62,158,16.27,23,0.85,32,0
230,53.13,71,12.78,80,9.04,14,1.44,183,6.77,3,0
253,58.44,57,10.26,117,13.22,224,23.07,259,9.58,33,0
113,26.10,290,52.2,24,2.71,39,4.02,201,7.44,23,0
48,11.09,113,20.34,260,29.38,24,2.47,37,1.37,20,0
74,17.09,264,47.52,65,7.35,185,19.06,269,9.95,30,0
164,37.88,120,21.6,23,2.60,176,18.13,161,5.96,22,0
280,64.68,72,12.96,219,24.75,169,17.41,87,3.22,41,0
260,60.06,293,52.74,69,7.80,262,26.99,133,4.92,8,0
185,42.74,147,26.46,84,9.49,260,26.78,53,1.96,12,0
169,39.04,15,2.7,223,25.20,170,17.51,59,2.18,17,0
58,13.40,282,50.76,205,23.17,253,26.06,115,4.26,31,0
160,36.96,145,26.1,70,7.91,298,30.69,177,6.55,30,0
63,14.55,162,29.16,55,6.22,17,1.75,59,2.18,33,0
54,12.47,237,42.66,93,10.51,240,24.72,261,9.66,48,0
112,25.87,85,15.3,130,14.69,18,1.85,61,2.26,27,0
135,31.19,79,14.22,216,24.41,290,29.87,249,9.21,47,0
281,64.91,115,20.7,256,28.93,166,17.10,103,3.81,37,0
82,18.94,250,45,29,3.28,11,1.13,73,2.70,11,0
281,64.91,40,7.2,239,27.01,259,26.68,129,4.77,21,0
208,48.05,264,47.52,258,29.15,111,11.43,75,2.78,14,0
193,44.58,176,31.68,169,19.10,214,22.04,61,2.26,8,0
234,54.05,28,5.04,89,10.06,188,19.36,119,4.40,41,0
80,18.48,131,23.58,239,27.01,67,6.90,195,7.22,6,0
148,34.19,274,49.32,132,14.92,80,8.24,25,0.93,26,0
53,12.24,40,7.2,248,28.02,130,13.39,59,2.18,14,0
195,45.05,256,46.08,159,17.97,44,4.53,97,3.59,20,0
143,33.03,109,19.62,58,6.55,5,0.52,31,1.15,19,0
110,25.41,57,10.26,260,29.38,167,17.20,167,6.18,31,0
210,48.51,137,24.66,51,5.76,15,1.55,91,3.37,18,0
90,20.79,256,46.08,48,5.42,157,16.17,217,8.03,29,0
79,18.25,93,16.74,292,33.00,264,27.19,171,6.33,41,0
45,10.40,20,3.6,214,24.18,298,30.69,3,0.11,1,0
133,30.72,192,34.56,59,6.67,152,15.66,127,4.70,18,0
231,53.36,120,21.6,87,9.83,26,2.68,199,7.36,3,0
267,61.68,286,51.48,233,26.33,269,27.71,165,6.11,45,0
294,67.91,270,48.6,96,10.85,88,9.06,245,9.07,36,0
7,1.62,65,11.7,115,13.00,289,29.77,193,7.14,41,0
192,44.35,120,21.6,180,20.34,265,27.30,151,5.59,14,0
59,13.63,256,46.08,249,28.14,174,17.92,243,8.99,42,0
298,68.84,175,31.5,290,32.77,52,5.36,273,10.10,43,0
135,31.19,173,31.14,214,24.18,201,20.70,167,6.18,37,0
228,52.67,243,43.74,82,9.27,271,27.91,99,3.66,19,0
33,7.62,128,23.04,264,29.83,3,0.31,275,10.18,34,0
80,18.48,61,10.98,164,18.53,190,19.57,101,3.74,2,0
67,15.48,127,22.86,161,18.19,147,15.14,245,9.07,19,0
136,31.42,17,3.06,64,7.23,192,19.78,263,9.73,20,0
48,11.09,202,36.36,188,21.24,36,3.71,185,6.85,38,0
25,5.78,176,31.68,152,17.18,36,3.71,113,4.18,43,0
49,11.32,205,36.9,299,33.79,91,9.37,77,2.85,4,0
214,49.43,115,20.7,225,25.43,148,15.24,175,6.48,37,0
133,30.72,221,39.78,85,9.61,277,28.53,255,9.44,39,0
43,9.93,132,23.76,30,3.39,102,10.51,29,1.07,30,0
77,17.79,276,49.68,16,1.81,173,17.82,95,3.52,38,0
85,19.64,1,0.18,230,25.99,49,5.05,253,9.36,7,0
251,57.98,84,15.12,85,9.61,270,27.81,203,7.51,44,0
210,48.51,70,12.6,169,19.10,229,23.59,65,2.41,17,0
116,26.80,183,32.94,101,11.41,115,11.85,257,9.51,18,0
76,17.56,20,3.6,299,33.79,18,1.85,43,1.59,48,0
144,33.26,175,31.5,160,18.08,251,25.85,187,6.92,16,0
296,68.38,251,45.18,286,32.32,228,23.48,105,3.89,19,0
189,43.66,189,34.02,14,1.58,190,19.57,123,4.55,12,0
276,63.76,88,15.84,218,24.63,44,4.53,271,10.03,49,0
66,15.25,153,27.54,120,13.56,52,5.36,241,8.92,4,0
142,32.80,36,6.48,240,27.12,108,11.12,115,4.26,9,0
263,60.75,270,48.6,200,22.60,155,15.97,87,3.22,27,0
74,17.09,292,52.56,264,29.83,136,14.01,91,3.37,46,0
76,17.56,244,43.92,73,8.25,97,9.99,203,7.51,36,0
191,44.12,126,22.68,191,21.58,115,11.85,249,9.21,11,0
167,38.58,129,23.22,171,19.32,289,29.77,117,4.33,15,0
54,12.47,220,39.6,204,23.05,172,17.72,121,4.48,7,0
64,14.78,196,35.28,119,13.45,145,14.94,155,5.74,36,0
284,65.60,235,42.3,193,21.81,158,16.27,135,5.00,2,0
194,44.81,275,49.5,121,13.67,163,16.79,65,2.41,39,0
147,33.96,40,7.2,183,20.68,36,3.71,289,10.69,19,0
218,50.36,293,52.74,150,16.95,43,4.43,109,4.03,47,0
236,54.52,104,18.72,141,15.93,179,18.44,147,5.44,26,0
143,33.03,201,36.18,239,27.01,75,7.73,125,4.63,26,0
153,35.34,194,34.92,162,18.31,29,2.99,111,4.11,25,0
255,58.91,11,1.98,136,15.37,281,28.94,293,10.84,34,0
221,51.05,51,9.18,61,6.89,196,20.19,271,10.03,27,0
178,41.12,256,46.08,31,3.50,176,18.13,293,10.84,18,0
123,28.41,22,3.96,38,4.29,151,15.55,287,10.62,15,0
279,64.45,135,24.3,168,18.98,125,12.88,15,0.56,8,0
173,39.96,296,53.28,37,4.18,106,10.92,281,10.40,23,0
171,39.50,292,52.56,215,24.30,212,21.84,133,4.92,2,0
35,8.09,219,39.42,175,19.78,94,9.68,217,8.03,40,0
2,0.46,36,6.48,36,4.07,34,3.50,51,1.89,31,0
255,58.91,22,3.96,188,21.24,25,2.58,97,3.59,36,0
195,45.05,21,3.78,49,5.54,209,21.53,189,6.99,34,0
29,6.70,24,4.32,278,31.41,52,5.36,83,3.07,18,0
112,25.87,240,43.2,117,13.22,158,16.27,23,0.85,48,0
165,38.12,165,29.7,25,2.83,239,24.62,7,0.26,21,0
54,12.47,88,15.84,55,6.22,177,18.23,259,9.58,4,0
156,36.04,157,28.26,226,25.54,240,24.72,75,2.78,39,0
275,63.53,99,17.82,219,24.75,199,20.50,63,2.33,5,0
256,59.14,255,45.9,36,4.07,210,21.63,91,3.37,47,0
295,68.15,130,23.4,2,0.23,155,15.97,63,2.33,26,0
54,12.47,86,15.48,66,7.46,5,0.52,39,1.44,15,0
143,33.03,74,13.32,248,28.02,154,15.86,9,0.33,40,0
84,19.40,16,2.88,247,27.91,291,29.97,69,2.55,46,0
74,17.09,141,25.38,125,14.13,41,4.22,267,9.88,37,0
217,50.13,54,9.72,238,26.89,271,27.91,215,7.96,42,0
259,59.83,57,10.26,15,1.70,294,30.28,47,1.74,49,0
268,61.91,1,0.18,11,1.24,211,21.73,157,5.81,31,0
10,2.31,131,23.58,135,15.26,169,17.41,11,0.41,1,0
118,27.26,278,50.04,228,25.76,66,6.80,239,8.84,5,0
59,13.63,113,20.34,111,12.54,278,28.63,133,4.92,22,0
108,24.95,282,50.76,214,24.18,72,7.42,231,8.55,11,0
59,13.63,205,36.9,76,8.59,56,5.77,261,9.66,43,0
132,30.49,182,32.76,31,3.50,195,20.09,261,9.66,47,0
233,53.82,148,26.64,236,26.67,151,15.55,235,8.70,23,0
247,57.06,115,20.7,208,23.50,238,24.51,141,5.22,2,0
123,28.41,52,9.36,77,8.70,16,1.65,191,7.07,6,0
262,60.52,107,19.26,224,25.31,289,29.77,237,8.77,37,0
40,9.24,161,28.98,259,29.27,80,8.24,257,9.51,22,0
153,35.34,190,34.2,1,0.11,16,1.65,191,7.07,21,0
274,63.29,164,29.52,229,25.88,2,0.21,279,10.32,40,0
1,0.23,36,6.48,119,13.45,80,8.24,117,4.33,31,0
226,52.21,160,28.8,248,28.02,141,14.52,31,1.15,25,0
265,61.22,21,3.78,267,30.17,12,1.24,185,6.85,3,0
270,62.37,163,29.34,3,0.34,124,12.77,173,6.40,40,0
132,30.49,225,40.5,180,20.34,297,30.59,263,9.73,19,0
210,48.51,146,26.28,182,20.57,174,17.92,243,8.99,15,0
12,2.77,253,45.54,121,13.67,23,2.37,291,10.77,42,0
197,45.51,242,43.56,8,0.90,20,2.06,239,8.84,4,0
284,65.60,50,9,171,19.32,39,4.02,279,10.32,6,0
175,40.43,207,37.26,123,13.90,69,7.11,213,7.88,26,0
215,49.67,84,15.12,74,8.36,28,2.88,47,1.74,43,0
33,7.62,71,12.78,252,28.48,255,26.27,127,4.70,42,0
147,33.96,164,29.52,169,19.10,138,14.21,243,8.99,19,0
58,13.40,81,14.58,195,22.04,245,25.24,93,3.44,16,0
275,63.53,130,23.4,14,1.58,284,29.25,133,4.92,29,0
35,8.09,247,44.46,64,7.23,247,25.44,163,6.03,31,0
116,26.80,254,45.72,108,12.20,70,7.21,253,9.36,31,0
264,60.98,258,46.44,166,18.76,126,12.98,21,0.78,34,0
210,48.51,235,42.3,251,28.36,175,18.03,157,5.81,35,0
154,35.57,100,18,193,21.81,197,20.29,137,5.07,6,0
72,16.63,300,54,114,12.88,248,25.54,271,10.03,44,0
252,58.21,125,22.5,90,10.17,296,30.49,191,7.07,30,0
41,9.47,27,4.86,283,31.98,31,3.19,167,6.18,2,0
297,68.61,93,16.74,64,7.23,231,23.79,215,7.96,2,0
197,45.51,54,9.72,197,22.26,125,12.88,55,2.04,23,0
124,28.64,156,28.08,133,15.03,186,19.16,141,5.22,9,0
235,54.29,199,35.82,228,25.76,252,25.96,87,3.22,17,0
284,65.60,181,32.58,245,27.69,35,3.61,281,10.40,49,0
123,28.41,153,27.54,162,18.31,170,17.51,239,8.84,19,0
55,12.71,261,46.98,30,3.39,76,7.83,243,8.99,39,0
62,14.32,65,11.7,51,5.76,145,14.94,25,0.93,34,0
204,47.12,11,1.98,144,16.27,71,7.31,17,0.63,36,0
250,57.75,122,21.96,187,21.13,281,28.94,45,1.67,47,0
194,44.81,130,23.4,197,22.26,85,8.76,67,2.48,5,0
122,28.18,151,27.18,174,19.66,84,8.65,69,2.55,46,0
234,54.05,259,46.62,192,21.70,52,5.36,19,0.70,32,0
182,42.04,151,27.18,247,27.91,15,1.55,25,0.93,35,0
105,24.26,85,15.3,246,27.80,143,14.73,257,9.51,6,0
264,60.98,207,37.26,109,12.32,296,30.49,15,0.56,48,0
22,5.08,136,24.48,260,29.38,234,24.10,209,7.73,15,0
45,10.40,235,42.3,273,30.85,54,5.56,23,0.85,22,0
210,48.51,82,14.76,103,11.64,13,1.34,81,3.00,7,0
47,10.86,64,11.52,253,28.59,18,1.85,189,6.99,3,0
93,21.48,272,48.96,255,28.82,78,8.03,261,9.66,10,0
3,0.69,24,4.32,39,4.41,259,26.68,167,6.18,24,0
9,2.08,181,32.58,61,6.89,262,26.99,229,8.47,25,0
150,34.65,133,23.94,100,11.30,19,1.96,273,10.10,34,0
153,35.34,130,23.4,170,19.21,27,2.78,221,8.18,18,0
119,27.49,189,34.02,199,22.49,173,17.82,153,5.66,37,0
45,10.40,206,37.08,238,26.89,220,22.66,111,4.11,50,0
57,13.17,46,8.28,13,1.47,272,28.02,25,0.93,36,0
44,10.16,279,50.22,7,0.79,271,27.91,219,8.10,16,0
38,8.78,208,37.44,257,29.04,109,11.23,83,3.07,38,0
92,21.25,14,2.52,148,16.72,234,24.10,245,9.07,47,0
172,39.73,14,2.52,247,27.91,239,24.62,259,9.58,49,0
96,22.18,183,32.94,141,15.93,236,24.31,105,3.89,25,0
231,53.36,172,30.96,37,4.18,296,30.49,31,1.15,26,0
130,30.03,164,29.52,3,0.34,207,21.32,137,5.07,8,0
196,45.28,80,14.4,228,25.76,58,5.97,109,4.03,49,0
180,41.58,136,24.48,237,26.78,10,1.03,75,2.78,39,0
199,45.97,164,29.52,81,9.15,91,9.37,243,8.99,23,0
179,41.35,274,49.32,13,1.47,215,22.15,189,6.99,50,0
123,28.41,203,36.54,224,25.31,90,9.27,155,5.74,30,0
190,43.89,296,53.28,156,17.63,163,16.79,293,10.84,12,0
260,60.06,91,16.38,291,32.88,38,3.91,91,3.37,41,0
225,51.98,137,24.66,59,6.67,53,5.46,261,9.66,35,0
180,41.58,99,17.82,257,29.04,189,19.47,65,2.41,38,0
102,23.56,36,6.48,23,2.60,41,4.22,195,7.22,34,0
249,57.52,163,29.34,191,21.58,230,23.69,59,2.18,39,0
99,22.87,243,43.74,139,15.71,55,5.67,41,1.52,17,0
292,67.45,58,10.44,121,13.67,117,12.05,75,2.78,16,0
85,19.64,245,44.1,279,31.53,101,10.40,65,2.41,19,0
206,47.59,70,12.6,226,25.54,259,26.68,37,1.37,43,0
213,49.20,215,38.7,93,10.51,300,30.90,165,6.11,5,0
35,8.09,174,31.32,286,32.32,64,6.59,5,0.19,18,0
257,59.37,280,50.4,236,26.67,188,19.36,281,10.40,28,0
191,44.12,264,47.52,36,4.07,244,25.13,179,6.62,50,0
58,13.40,79,14.22,48,5.42,283,29.15,73,2.70,36,0
91,21.02,72,12.96,165,18.65,225,23.18,11,0.41,38,0
299,69.07,271,48.78,93,10.51,256,26.37,143,5.29,30,0
269,62.14,266,47.88,9,1.02,112,11.54,121,4.48,9,0
55,12.71,100,18,10,1.13,208,21.42,119,4.40,11,0
